image,label
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Pigeon-Pose\images90.jpg,Pigeon-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Pigeon-Pose\image_iphone.jpg,Pigeon-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Pigeon-Pose\IMG_1306.jpg,Pigeon-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Pigeon-Pose\IMG_2645--1-.jpg,Pigeon-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Pigeon-Pose\IMG_7978_large.JPG.jpg,Pigeon-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Pigeon-Pose\istock-846052164.jpg,Pigeon-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Pigeon-Pose\Kapotasana-Pigeon-Pose-stock-image-300x200.jpg,Pigeon-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Pigeon-Pose\maxresdefault.jpg,Pigeon-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Pigeon-Pose\maxresdefault2.jpg,Pigeon-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Pigeon-Pose\maxresdefault3.jpg,Pigeon-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Pigeon-Pose\maxresdefault4.jpg,Pigeon-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Pigeon-Pose\maxresdefault5.jpg,Pigeon-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Pigeon-Pose\maxresdefault6.jpg,Pigeon-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Pigeon-Pose\maxresdefault7.jpg,Pigeon-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Pigeon-Pose\misalignment-kapotasana-kate.jpg,Pigeon-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Pigeon-Pose\modified_pigeon_1.jpg,Pigeon-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Pigeon-Pose\ns-double-pigeon-1.jpg,Pigeon-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Pigeon-Pose\one-legged-king-pigeon-1497609535.jpg,Pigeon-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Pigeon-Pose\One-Legged-King-Pigeon-Eka-Pada-Rajakapotasana.png,Pigeon-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Pigeon-Pose\One-Legged-King-Pigeon-Pose-Eka-Pada-Rajakapotasana-Fitzabout.jpg,Pigeon-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Pigeon-Pose\one-legged-king-pigeon-pose-follow-up-poses-for-pigeon-pose.jpg,Pigeon-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Pigeon-Pose\one-legged-king-pigeon-pose.jpg,Pigeon-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Pigeon-Pose\one-legged-king-pigeon-yoga-pose.jpg,Pigeon-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Pigeon-Pose\opxiljxfukrglzf9k.jpg,Pigeon-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Pigeon-Pose\panoramic-asian-yoga-instructor-coach-king-pigeon-pose-yoga-studio_63253-8602.jpg,Pigeon-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Pigeon-Pose\pigeon-pose-1024x1024.jpeg,Pigeon-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Pigeon-Pose\pigeon-pose-2-721.jpeg,Pigeon-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Pigeon-Pose\Pigeon-pose-Eka-Pada-Rajakapotasana-Ekhart-Yoga.jpg,Pigeon-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Pigeon-Pose\pigeon-pose-modifications-yoga.png,Pigeon-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Pigeon-Pose\pigeon-pose-yoga-732x549-thumbnail.jpg,Pigeon-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Pigeon-Pose\pigeon-pose-yoga-posture-illustration-vector-graphic-design-110276260.jpg,Pigeon-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Pigeon-Pose\pigeon-pose-young-woman-practicing-260nw-1825061135.jpg,Pigeon-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Pigeon-Pose\Pigeon-pose.jpg,Pigeon-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Pigeon-Pose\Pigeon-pose_1296x728-body-1200x628.jpg,Pigeon-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Pigeon-Pose\pigeon1.jpg,Pigeon-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Pigeon-Pose\PigeonBlock.jpg,Pigeon-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Pigeon-Pose\PigeonBolster.jpg,Pigeon-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Pigeon-Pose\pigeonpose.jpeg,Pigeon-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Pigeon-Pose\PigeonPoseBlog-InBlog_1600x.jpg,Pigeon-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Pigeon-Pose\pigeon_fotolia_124237951_subscription_monthly_m.jpg,Pigeon-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Pigeon-Pose\pigeon_pose_article.png,Pigeon-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Pigeon-Pose\Seated-Pigeon-Pose.jpg,Pigeon-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Pigeon-Pose\step4-728x499.jpg,Pigeon-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Pigeon-Pose\supinePigeon2.jpg,Pigeon-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Pigeon-Pose\Taube-DO.png,Pigeon-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Pigeon-Pose\The-Difference-Between-Mermaid-Pose-and-One-Legged-King-Pigeon-Pose.jpg,Pigeon-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Pigeon-Pose\un-94-896x580.jpg,Pigeon-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Pigeon-Pose\Untitled-design-9.jpg,Pigeon-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Pigeon-Pose\variation-of-half-pigeon-pose-34dc127c903f9050e34084069308035a.jpg,Pigeon-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Pigeon-Pose\woman-yoga-trainer-kapotasana-pigeon-pose_158187-1568.jpg,Pigeon-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Pigeon-Pose\Yoga_Sleeping-Pigeon-Pose_Exercise.jpg,Pigeon-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Pigeon-Pose\yp_282_0141_fnl-sleeping-pigeon-pose-jason-crandell-1.jpg,Pigeon-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Pigeon-Pose\yp_282_0191_fnlpigeon-modification.jpg,Pigeon-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\-in-mountain-pose-on-mat-while-practicing-yoga-near-tablet-at-home-ADSF12113.jpg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\-on-a-yoga-mate-a-young-yogi-stretches-the-entire-clipart-vector_csp74809252.jpg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\-training-gym-chair-pose-triangle-pose-fold-standing-mountain-pose_362366-36.jpg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\01_tadasana.png,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\311398-grt-Mountain-Pose-1200x628-facebook.jpg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\323921629.jpg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\360_F_327310137_PkW5cXGJTOQvsX7rfhwgcCtTCsuvUBmj.jpg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\38cec55e65b971cde73c963254.jpg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\3jf5kweyhkpyqojgb.jpg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\439d5e1b42525af2675ff6d704335b89--asanas-in-yoga-yoga-poses.jpg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\52d48b1e9eb5ed00cd8a305c070b84b8.jpg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\6d9d5c5b0cc4e4ea0f232f5eaea46cdf.jpg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\792b80fd0c884040bbcfaf14656788f7.png,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\AMDU-7817_DB_940x400_3.3.png,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\AOh-ky1xuGSuo1cFBPOmcqkrelO7CtXbSsHfwZPiu8CQbAs64-c-mo.jpg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\Asanas-Learn-Mountain-Pose_480x480.jpg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\attractive-happy-young-woman-working-260nw-422380903.jpg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\bae9e669a5c82289dd2c0fb9fd4e6dfa.jpg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\big19_tadasanaa.jpg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\Blog-Mountain-Pose.jpg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\blog-mountain_600x.jpg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\c35e66b34b69906726732c51005f92fd.jpg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\e-or-tadasana-asana-in-hatha-yogavector-illustration-in-trendy-style-2ET8FW4.jpg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\e-with-namaste-hands-while-practicing-shakti-yoga-in-spacious-studio-2CE7H5T.jpg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\extended_mountain_pose_with_backbend__utthita_tadasana_with_backbend_yoga.png,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\focused_478277446-stock-photo-group-multiethnic-people-standing-mountain.jpg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\fotolia_74013163_subscription_xl_0.jpg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\g-in-mountain-pose-tadasana-pose-isolated-side-view-illustration-free-vector.jpg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\health-wellness_balanced-living_exercise-fitness_mountain-pose_2716x1810_000061184100.jpg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\horizontal_how-to-do-mountain-pose-yoga-instructions-b-min.jpg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\How-To-Do-Mountain-Pose.jpg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\How-to-do-Tadasana-what-is-benefits-of-mountain-pose.jpg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\icon-standing-feet-together-grounding-evenly-lifting-up-crown-head-172114685.jpg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\image.jpeg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\image10.jpeg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\image11.jpeg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\image12.jpeg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\image13.jpeg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\image14.jpeg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\image15.jpeg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\image16.jpeg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\image17.jpeg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\image18.jpeg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\image19.jpeg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\image2.jpeg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\image20.jpeg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\image21.jpeg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\image22.jpeg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\image23.jpeg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\image24.jpeg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\image25.jpeg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\image26.jpeg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\image27.jpeg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\image28.jpeg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\image29.jpeg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\image3.jpeg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\image30.png,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\image31.png,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\image32.png,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\image4.jpeg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\image5.jpeg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\image6.jpeg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\image7.jpeg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\image8.jpeg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\image9.jpeg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\images.jpg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\images10.jpg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\images11.jpg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\images12.jpg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\images13.jpg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\images14.jpg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\images15.jpg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\images16.jpg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\images17.jpg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\images18.jpg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\images19.jpg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\images2.jpg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\images20.jpg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\images21.jpg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\images22.jpg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\images23.jpg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\images24.jpg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\images25.jpg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\images26.jpg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\images27.jpg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\images28.jpg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\images29.jpg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\images3.jpg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\images30.jpg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\images31.jpg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\images32.jpg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\images33.jpg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\images34.jpg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\images35.jpg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\images36.jpg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\images37.jpg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\images38.jpg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\images39.jpg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\images4.jpg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\images40.jpg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\images41.jpg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\images42.jpg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\images43.jpg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\images44.jpg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\images45.jpg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\images46.jpg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\images47.jpg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\images48.jpg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\images49.jpg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\images5.jpg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\images50.jpg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\images51.jpg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\images52.jpg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\images53.jpg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\images54.jpg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\images55.jpg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\images56.jpg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\images57.jpg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\images58.jpg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\images59.jpg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\images6.jpg,Standing-Mountain-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Standing-Mountain-Pose\images60.jpg,Standing-Mountain-Pose
